date,startup,vertical,subvertical,city,investors,round,amount
2015-10-23,Frsh,Online food ordering & Delivery service,,Gurugram,Online food ordering & Delivery service,Private Equity,8.25
2015-10-23,Qik Stay,Hotel Aggregator & booking platform,,Delhi,Hotel Aggregator & booking platform,Seed Funding,2.0625
2015-10-26,Parcelled,Online Logistics Platform,,Bangalore,Online Logistics Platform,Private Equity,41.25
2015-10-26,AlmaMapper,Online Student & Campus Social Networking platform,,Ahmedabad,Online Student & Campus Social Networking platform,Seed Funding,3.3
2015-10-26,Flexing It,Professionals & Project Search Marketplace,,Delhi,Professionals & Project Search Marketplace,Seed Funding,4.125
2015-10-26,Netmeds.com,Online Pharmacy,,Chennai,Online Pharmacy,Private Equity,412.5
2015-10-26,Razorpay,Online Payment Gateway,,Jaipur,Online Payment Gateway,Private Equity,74.25
2015-10-27,Jombay,Psychometric Test Online Software,,Pune,Psychometric Test Online Software,Private Equity,0.0
2015-10-27,Happitoo,Location based Nightlife recommendation\\xc2\\xa0 Platform,,Mumbai,Location based Nightlife recommendation\\xc2\\xa0 Platform,Seed Funding,0.63525
2015-10-27,Care24,Professional Health Services Platform,,Mumbai,Professional Health Services Platform,Seed Funding,2.8875
2015-10-27,Roadrunnr,Hyperlocal Logistics Service,,Bangalore,Hyperlocal Logistics Service,Private Equity,82.5
2015-10-27,Simpli5d,Online user engagement platform,,Gurugram,Online user engagement platform,Private Equity,0.0
2015-10-28,ORIGA Leasing,Asset Financing platform,,Mumbai,Asset Financing platform,Seed Funding,9.075
2015-10-28,Smartivity.in,Virtual Reality activity based learning platform,,Delhi,Virtual Reality activity based learning platform,Seed Funding,1.65
2015-10-28,UrDoorStep,Online Grocery Store,,Bangalore,Online Grocery Store,Private Equity,0.0
2015-10-29,Tavaga,Investment management platform,,Mumbai,Investment management platform,Seed Funding,0.0
2015-10-29,Moglix,Industrial Toons Marketplace,,Noida,Industrial Toons Marketplace,Private Equity,0.0
2015-10-29,ZopHop,Public Commute helper App,,Mumbai,Public Commute helper App,Seed Funding,3.7125
2015-10-30,Niki.ai,Artificial Intelligence Ecommerce Chatbot,,Bangalore,Artificial Intelligence Ecommerce Chatbot,Seed Funding,0.0
2015-10-30,Instavans,Truck Aggregator & Logistics service,,Bangalore,Truck Aggregator & Logistics service,Seed Funding,0.0
2015-10-30,LiftO,Ridesharing Mobile app,,Mumbai,Ridesharing Mobile app,Seed Funding,1.0725
2015-10-30,TinyOwl,Food Discovery & Delivery Mobile app,,Mumbai,Food Discovery & Delivery Mobile app,Private Equity,61.875
2015-10-30,Toppr.com,Competitive exam learning platform,,Mumbai,Competitive exam learning platform,Private Equity,16.5
2015-10-30,Kleeto,Document Digitization platform,,Gurugram,Document Digitization platform,Seed Funding,1.8975
2015-10-30,BeaconsTalk,proximity marketing & Mobile Advertising platform,,Mumbai,proximity marketing & Mobile Advertising platform,Seed Funding,0.66
2015-10-31,Jugnoo,Autorickshaw Aggregator & Booking platform,,Chandigarh,Autorickshaw Aggregator & Booking platform,Private Equity,82.5
2015-01-09,TOFlo,FinTech Startup Incubation platform,,Mumbai,FinTech Startup Incubation platform,Seed Funding,0.825
2015-01-09,FXMartIndia,Payment Services platform,,Chandigarh,Payment Services platform,Private Equity,0.0
2015-01-09,Stylecracker,Personalized Styling platform,,Mumbai,Personalized Styling platform,Private Equity,8.25
2015-01-09,Luxuryhues,Luxury goods\\xc2\\xa0 Shopping Platform,,Gurugram,Luxury goods\\xc2\\xa0 Shopping Platform,Private Equity,7.425
2015-02-09,HolaChef,Food Delivery Platform,,Mumbai,Food Delivery Platform,Private Equity,0.0
2015-02-09,Zivame,Online Lingerie Marketplace,,Bangalore,Online Lingerie Marketplace,Private Equity,330.0
2015-02-09,Capillary Tech,Cloud software solutions,,Delhi,Cloud software solutions,Private Equity,371.25
2015-03-09,Jobspire,Job Search Platform,,Bangalore,Job Search Platform,Seed Funding,2.145
2015-03-09,MeraDoctor,Doctor consultancy Mobile App,,Mumbai,Doctor consultancy Mobile App,Seed Funding,0.0
2015-03-09,Vistaar Finance,Small Business Financing (NBFC),,Bangalore,Small Business Financing (NBFC),Private Equity,330.0
2015-03-09,HiJinny,Beauty & Wellness Services Marketplace,,Mumbai,Beauty & Wellness Services Marketplace,Seed Funding,0.0
2015-04-09,Clapsnslaps,Online Movie Review Platform,,Mumbai,Online Movie Review Platform,Seed Funding,1.2375
2015-04-09,Blubox,ECommerce Brands\\xe2\\x80\\x99 Full Service Agency,,Mumbai,ECommerce Brands\\xe2\\x80\\x99 Full Service Agency,Seed Funding,0.825
2015-04-09,RoomCentral,Cloud-based Hotel Booking Platform,,Bangalore,Cloud-based Hotel Booking Platform,Seed Funding,16.5
2015-07-09,YouthKiAwaaz,Community Driven News/Views Platform,,Delhi,Community Driven News/Views Platform,Seed Funding,4.95
2015-07-09,Prozo,Study Material Marketplace,,Delhi,Study Material Marketplace,Seed Funding,1.69125
2015-07-09,Zomato,Restaurant Ratings & Reviews platform,,Gurugram,Restaurant Ratings & Reviews platform,Private Equity,495.0
2015-07-09,Sahayog Dairy,Dairy Based Product Manufacturer,,Bhopal,Dairy Based Product Manufacturer,Private Equity,14.85
2015-08-09,MockBank,Government Test Preparation platform,,Bangalore,Government Test Preparation platform,Seed Funding,3.3
2015-08-09,ReportBee,Smart Report Cards for Schools,,Chennai,Smart Report Cards for Schools,Seed Funding,0.0
2015-08-09,GuruG Learning,Teacher empowerment platform,,Bangalore,Teacher empowerment platform,Seed Funding,0.0
2015-10-09,OnlineTyari,Multilingual Test Preparation Platform,,Gurugram,Multilingual Test Preparation Platform,Private Equity,6.3525
2015-10-09,IndustryBuying,Industrial Tools Marketplace,,Delhi,Industrial Tools Marketplace,Private Equity,75.9
2015-10-09,The/Nudge Foundation,Non Profit Organization to alleviate poverty,,Bangalore,Non Profit Organization to alleviate poverty,Seed Funding,2.59875
2015-11-09,FitMeIn,Gym & Fitness Studios Subscription platform,,Delhi,Gym & Fitness Studios Subscription platform,Seed Funding,0.825
2015-11-09,Envoged,pre-used luxury item Marketplace,,Mumbai,pre-used luxury item Marketplace,Seed Funding,0.0
2015-11-09,Zapyle,pre-used apparel shopping mobile app,,Bangalore,pre-used apparel shopping mobile app,Seed Funding,8.25
2015-11-09,Renomania,Home Design & D\\xc3\\xa9cor platform,,Delhi,Home Design & D\\xc3\\xa9cor platform,Seed Funding,0.0
2015-12-09,CredR,Used Vehicles Marketplace,,Mumbai,Used Vehicles Marketplace,Private Equity,123.75
2015-12-09,YatraGenie,Online Bus & Cab ticketing platform,,Hyderabad,Online Bus & Cab ticketing platform,Private Equity,0.0
2015-09-14,CanvasFlip,Mobile App testing platform,,Hyderabad,Mobile App testing platform,Seed Funding,9.9
2015-09-14,Shadowfax,Hyperlocal Delivery Services,,Gurugram,Hyperlocal Delivery Services,Private Equity,74.25
2015-09-14,UE Life Sciences,Early Cancer Detection Solutions,,US/India,Early Cancer Detection Solutions,Private Equity,24.75
2015-09-14,Ola Cabs,Cab rental Mobile app,,Bangalore,Cab rental Mobile app,Private Equity,1856.25
2015-09-15,Coverfox,Online Insurance Distribution Platform,,Mumbai,Online Insurance Distribution Platform,Private Equity,16.5
2015-09-15,MoEngage,Mobile Marketing Automation Platform,,Bangalore,Mobile Marketing Automation Platform,Private Equity,35.0625
2015-09-15,Mubble,Prepaid Mobile Bill Manager App,,Bangalore,Prepaid Mobile Bill Manager App,Seed Funding,0.0
2015-09-15,Tea Trails,Chain of Tea Caf\\xc3\\xa9\\xe2\\x80\\x99s,,Mumbai,Chain of Tea Caf\\xc3\\xa9\\xe2\\x80\\x99s,Seed Funding,8.25
2015-09-15,Room on Call,Branded Budget Hotel Marketplace,,Noida,Branded Budget Hotel Marketplace,Seed Funding,2.475
2015-09-15,FYNE,Home Fitting & Fixtures Marketplace,,Bangalore,Home Fitting & Fixtures Marketplace,Seed Funding,0.0
2015-09-16,ChaiPoint,Food Subscription platform,,Bangalore,Food Subscription platform,Private Equity,82.5
2015-09-16,WedmeGood.com,Wedding Planning Platform,,Gurugram,Wedding Planning Platform,Seed Funding,3.3825
2015-09-16,XSTOK,B2B Mobile Auction Marketplace,,Mumbai,B2B Mobile Auction Marketplace,Seed Funding,3.7125
2015-09-17,UniLog,ECommerce Data Analytics Platform,,Bangalore,ECommerce Data Analytics Platform,Private Equity,0.0
2015-09-17,Paintcollar,Designer Merchandize Marketplace,,Mumbai,Designer Merchandize Marketplace,Seed Funding,0.0
2015-09-17,YepMe,Private label Fashion eTailer,,Gurugram,Private label Fashion eTailer,Private Equity,618.75
2015-09-17,Bueno,Online Food ordering & delivery,,Gurugram,Online Food ordering & delivery,Seed Funding,4.95
2015-09-18,Plabro,Real Estate Broker Platform App,,Delhi,Real Estate Broker Platform App,Seed Funding,2.8875
2015-09-18,CureJoy,Online Health & Wellness platform,,Bangalore,Online Health & Wellness platform,Private Equity,9.4875
2015-09-18,Briston Technomach,Internet of Things platform,,Delhi,Internet of Things platform,Seed Funding,1.2375
2015-09-18,LabStreet,Diagnostic Labs aggregator platform,,Gurugram,Diagnostic Labs aggregator platform,Seed Funding,1.2375
2015-09-19,DailyNinja,Hyperlocal Delivery Platform,,Bangalore,Hyperlocal Delivery Platform,Seed Funding,0.0
2015-09-21,Portea Medical,Home Medical Care Services,,Bangalore,Home Medical Care Services,Private Equity,309.375
2015-09-21,Neotrade Analytics,Real-Time stock data platform,,Bangalore,Real-Time stock data platform,Seed Funding,1.93875
2015-09-21,DishCo,Food discovery & table booking app,,Mumbai,Food discovery & table booking app,Seed Funding,0.0
2015-09-21,LafaLafa,coupons and cashback aggregator app,,Mumbai,coupons and cashback aggregator app,Seed Funding,1.03125
2015-09-21,ConnectAbank,Financial Products lead generation platform,,Mumbai,Financial Products lead generation platform,Seed Funding,0.0
2015-09-22,VillFarm,Sustainable Agri-inputs Firm,,Bangalore,Sustainable Agri-inputs Firm,Seed Funding,0.0
2015-09-22,Bestdealfinance,Financial Services Portal,,Mumbai,Financial Services Portal,Private Equity,24.75
2015-09-22,GameXS.in,Pre-owned games Marketplace,,Delhi,Pre-owned games Marketplace,Seed Funding,0.0
2015-09-22,The Man Company,Content-based Subscription eCommerce platform,,Delhi,Content-based Subscription eCommerce platform,Seed Funding,0.0
2015-09-22,Virtual Logic,"virtual reality, 3d simulation and stereoscopic products",,Bangalore,"virtual reality, 3d simulation and stereoscopic products",Private Equity,6.6
2015-09-22,Furdo,Online Interior Designing platform,,Bangalore,Online Interior Designing platform,Seed Funding,3.3
2015-09-22,LogiNext,End-to-end Logistics platform,,Mumbai,End-to-end Logistics platform,Private Equity,82.5
2015-09-22,Korra,Private Label Apparel sales,,Delhi,Private Label Apparel sales,Seed Funding,2.475
2015-09-23,Credihealth,Healthcare Consulting platform,,Gurugram,Healthcare Consulting platform,Seed Funding,0.0
2015-09-23,Amigobulls,Stock Market Portal,,Bangalore,Stock Market Portal,Seed Funding,0.0
2015-09-23,SilverPush,Cross-device retargeting platform,,Gurgaon / SFO,Cross-device retargeting platform,Private Equity,9.9
2015-09-23,Juggernaut,Digital & Physical Publishing platform,,Delhi,Digital & Physical Publishing platform,Private Equity,18.5625
2015-09-23,InnerChef,Food Delivery Platform,,Delhi,Food Delivery Platform,Private Equity,14.4375
2015-09-24,Quintype,Data Driven Publishing platform,,Bangalore,Data Driven Publishing platform,Private Equity,27.225
2015-09-24,Capabiliti,Employee OnBoarding & Orientation platform,,Noida,Employee OnBoarding & Orientation platform,Seed Funding,3.3
2015-09-24,Fourth Partner Energy,Solar Power Solutions company,,Hyderabad,Solar Power Solutions company,Private Equity,16.5
2015-09-24,Licious,Online Meat Ordering platform,,Bangalore,Online Meat Ordering platform,Seed Funding,8.25
2015-09-25,TravelKhana,online meal-booking platform for train travelers,,Delhi,online meal-booking platform for train travelers,Seed Funding,0.0
2015-09-28,Quickli,hyperlocal delivery platform,,Delhi,hyperlocal delivery platform,Seed Funding,0.0
2015-09-28,Ola Cabs,Cab Booking app platform,,Bangalore,Cab Booking app platform,Private Equity,247.5
2015-09-29,Paytm,E-Commerce & M-Commerce platform,,Delhi,E-Commerce & M-Commerce platform,Private Equity,5610.0
2015-09-29,Inmobi,Mobile Advertising platform,,Bangalore,Mobile Advertising platform,Private Equity,825.0
2015-09-29,Peppertap,Hyperlocal Grocery Delivery,,Gurugram,Hyperlocal Grocery Delivery,Private Equity,297.0
2015-09-29,Hugefly,Ecommerce Product recommendation platform,,Pune,Ecommerce Product recommendation platform,Seed Funding,0.0
2015-09-29,Brigge,Activity Based Social Network,,Chennai,Activity Based Social Network,Seed Funding,0.0
2015-09-29,Zakoopi,Fashion Discovery platform,,Delhi,Fashion Discovery platform,Seed Funding,2.8875
2015-09-29,LoanCircle,Consumer lending marketplace,,Bangalore,Consumer lending marketplace,Seed Funding,0.0
2015-09-30,Infoworks,Big Data Management Platform,,Bangalore / USA,Big Data Management Platform,Private Equity,41.25
2015-09-30,RedDoorz,Budget Accommodation Platform,,Noida,Budget Accommodation Platform,Seed Funding,8.25
2015-09-30,FirstTouch,Local Mobile OS,,Gurugram,Local Mobile OS,Seed Funding,0.0
2015-09-30,Eywa Media,Digital Signal processing platform,,Bangalore,Digital Signal processing platform,Seed Funding,8.25
2015-01-08,Snapdeal,Ecommerce Marketplace,,Delhi,Ecommerce Marketplace,Private Equity,4125.0
2015-01-08,Ressy,Restaurant Discount app,,Pune,Restaurant Discount app,Seed Funding,3.3
2015-03-08,Cuelearn,Tech-enabled learning,,Delhi,Tech-enabled learning,Seed Funding,0.0
2015-03-08,Connect India,ECommerce Logistics provider,,Delhi,ECommerce Logistics provider,Private Equity,41.25
2015-03-08,The Home Salon,on-demand home beauty and wellness portal,,Mumbai,on-demand home beauty and wellness portal,Seed Funding,0.0
2015-03-08,Jusride,Self Driven Car rental,,Mumbai,Self Driven Car rental,Seed Funding,0.0
2015-03-08,Oyorooms,Budget Hotel accommodation brand,,Delhi,Budget Hotel accommodation brand,Private Equity,825.0
2015-03-08,Glowship,Energy & Environment Online Marketplace,,Bangalore,Energy & Environment Online Marketplace,Seed Funding,0.0
2015-03-08,Wizrocket,User Engagment & Analytics platform,,Mumbai,User Engagment & Analytics platform,Private Equity,79.2
2015-04-08,Pickingo,On-Demand Delivery Logistics,,Delhi,On-Demand Delivery Logistics,Private Equity,10.725
2015-05-08,Grex,fund raising platform for startups,,Pune,fund raising platform for startups,Seed Funding,5.3625
2015-05-08,LetsTransport,Logistics Tech Platform,,Bangalore,Logistics Tech Platform,Seed Funding,10.725
2015-05-08,Zo Rooms,Online budget hotel chain,,Delhi,Online budget hotel chain,Private Equity,247.5
2015-05-08,Doormint,Hyperlocal Handyman services,,Mumbai,Hyperlocal Handyman services,Private Equity,24.75
2015-05-08,NightStay,hotel booking app,,Noida,hotel booking app,Seed Funding,4.125
2015-05-08,Zocalo,Rental Accomodation finder,,Delhi,Rental Accomodation finder,Seed Funding,0.0
2015-05-08,Sunday Realty Solutions,Tech Platform for property brokers,,Mumbai,Tech Platform for property brokers,Seed Funding,6.47625
2015-06-08,Klozee,Luxury Apparel rental,,Bangalore,Luxury Apparel rental,Seed Funding,0.0
2015-06-08,Appvigil,App security\\xc2\\xa0 testing platform,,Mumbai,App security\\xc2\\xa0 testing platform,Seed Funding,4.125
2015-06-08,practo,Doctor Appointment booking app,,Bangalore,Doctor Appointment booking app,Private Equity,742.5
2015-06-08,LoudShout,anonymous bulletin board app,,Delhi,anonymous bulletin board app,Seed Funding,0.0
2015-06-08,Wetravelsolo,Travel community platform,,Delhi,Travel community platform,Seed Funding,0.0
2015-06-08,Ketto,Crowd funding platform,,Mumbai,Crowd funding platform,Seed Funding,5.775
2015-06-08,Ezetap,Mobile based PoS solution,,Bangalore,Mobile based PoS solution,Private Equity,206.25
2015-06-08,NDTV ecommerce venture,Car & Bike ecommerce platform,,Mumbai,Car & Bike ecommerce platform,Private Equity,0.0
2015-07-08,Carl\\xe2\\x80\\x99s Jr,Fast food Chain Franchisee,,Gurugram,Fast food Chain Franchisee,Seed Funding,5.1975
2015-07-08,EasyRewardz,Loyalty Programs & Reward Points,,Mumbai,Loyalty Programs & Reward Points,Private Equity,4.125
2015-07-08,GIBSS,Energy saving solutions provider,,Mumbai,Energy saving solutions provider,Private Equity,0.0
2015-07-08,StoreMore.in,Self-Storage Spaces,,Noida,Self-Storage Spaces,Seed Funding,0.0
2015-07-08,iOrderFresh,Grocery retail Mobile app,,Delhi,Grocery retail Mobile app,Seed Funding,0.0
2015-10-08,MyTaxiIndia,Taxi Rental platform,,Gurugram,Taxi Rental platform,Private Equity,4.125
2015-10-08,eSadar,ecommerce,,Delhi,eCommerce,Seed Funding,0.66
2015-10-08,Actionable Analytics,Machine Learning Platform,,New Delhi/ Houston,Machine Learning Platform,Seed Funding,0.0
